N,v,beta,T,i0,eps,J_v,J_beta,time_v,time_beta
200,0.01,4,10,1,0.001,"-199.3371660658596","12.58663134932192",33.175632,95.817557
200,0.01,4,15,1,0.001,"-199.21305468780304","12.550196255318724",41.785102,43.905361
200,0.01,4,20,1,0.001,"-199.2126599791959","12.550095103449621",51.370097,35.270949
200,0.01,8,5,1,0.001,"-200.31663436057556","3.4041777388864602",16.170060,16.738019
200,0.01,8,10,1,0.001,"-199.01612569054805","3.1269645849363314",20.131480,25.093171
200,0.01,8,15,1,0.001,"-199.01597252948022","3.1269418440871277",30.563905,30.325793
200,0.01,8,20,1,0.001,"-199.01597251708836","3.1269418424386686",42.456138,56.676973
200,0.01,16,5,1,0.001,"-199.05215383236907","0.786599100038643",31.641962,26.074471
200,0.01,16,10,1,0.001,"-199.0017561600297","0.7813570260566394",93.883956,33.351033
200,0.01,16,15,1,0.001,"-199.00175598812098","0.7813570132952918",50.547590,48.783044
200,0.01,16,20,1,0.001,"-199.00175598812098","0.7813570132952918",32.991868,33.345037
200,0.3,1,5,1,0.001,"-5.857212051409988","4.04411952982775",18.877047,18.876312
200,0.3,1,10,1,0.001,"-7.66369695165614","5.239167221299912",20.886368,24.191394
200,0.3,1,15,1,0.001,"-7.8234950798516945","5.339753976261186",32.275487,29.420113
200,0.3,1,20,1,0.001,"-7.830714115122817","5.344101813889557",30.081904,22.321230
200,0.3,2,5,1,0.001,"-53.263940991133296","17.456494303241143",21.990310,49.955478
200,0.3,2,10,1,0.001,"-125.6755445821014","37.099437466734386",40.226616,32.831436
200,0.3,2,15,1,0.001,"-139.88659151312177","39.99146902023121",62.550273,65.214386
200,0.3,2,20,1,0.001,"-141.52280526861637","40.25407631515421",51.367336,55.043970
200,0.3,4,5,1,0.001,"-234.05647662747242","27.30591096018742",22.458824,20.282534
200,0.3,4,10,1,0.001,"-217.65698360022867","15.868917201153465",24.694968,23.751148
200,0.3,4,15,1,0.001,"-215.15544857729907","15.337022355154772",29.351900,29.015969
200,0.3,4,20,1,0.001,"-215.0678447036185","15.32114746513713",34.890545,30.494598
200,0.3,8,5,1,0.001,"-203.44353327480036","3.8018340512309123",19.524334,17.921060
200,0.3,8,10,1,0.001,"-199.0806924557802","3.131904414907183",34.912360,55.673000
200,0.3,8,15,1,0.001,"-199.0768585369409","3.1315138719989477",41.244758,58.014545
200,0.3,8,20,1,0.001,"-199.07685574595035","3.131513627678828",76.919620,55.203491
200,0.3,16,5,1,0.001,"-199.1963583759926","0.7955121634708462",32.159011,30.747787
200,0.3,16,10,1,0.001,"-199.00761254338306","0.7815754468722957",25.534690,20.608300
200,0.3,16,15,1,0.001,"-199.00760816323526","0.7815752217297245",24.116681,27.552219
200,0.3,16,20,1,0.001,"-199.0076081631571","0.7815752217297245",33.232263,36.022178
200,0.5,1,5,1,0.001,"-3.359437241778229","1.6651805913578954",16.619352,14.099679
200,0.5,1,10,1,0.001,"-3.618326586575238","1.7890745640930517",17.449710,17.582832
200,0.5,1,15,1,0.001,"-3.62380560486264","1.791593678300618",40.146106,60.816647
200,0.5,1,20,1,0.001,"-3.623865722577224","1.7916203122971819",41.020729,91.669485
200,0.5,2,5,1,0.001,"-23.29818781970694","5.582472663033133",29.801040,29.953612
200,0.5,2,10,1,0.001,"-39.72279673786261","9.103673117148325",39.121166,39.722543
200,0.5,2,15,1,0.001,"-41.999919531199744","9.534865438906248",31.677223,30.374894
200,0.5,2,20,1,0.001,"-42.14190113413485","9.559228830387845",35.485256,33.721056
200,0.5,4,5,1,0.001,"-165.14119037828223","16.83715832602317",22.266221,20.290920
200,0.5,4,10,1,0.001,"-230.52967049830286","18.839227747321274",25.769086,18.584282
200,0.5,4,15,1,0.001,"-231.06987284415226","18.360462244313425",26.036640,21.109349
200,0.5,4,20,1,0.001,"-231.07987253505868","18.32578258881412",59.326061,47.646180
200,0.5,8,5,1,0.001,"-212.2857411064416","4.595785179972722",26.679667,54.660754
200,0.5,8,10,1,0.001,"-200.05276334111244","3.184248684249269",67.952235,38.886014
200,0.5,8,15,1,0.001,"-199.9428671855057","3.176758340281083",47.960745,40.622560
200,0.5,8,20,1,0.001,"-199.9417321230652","3.176692988986929",35.828532,32.963182
200,0.5,16,5,1,0.001,"-199.6943778934721","0.8173081161473306",19.846715,16.459506
200,0.5,16,10,1,0.001,"-199.03351832942207","0.7822593566402247",22.883929,19.852317
200,0.5,16,15,1,0.001,"-199.0334062859631","0.7822554041538865",24.646591,25.370774
200,0.5,16,20,1,0.001,"-199.03340626436972","0.7822554035286089",29.102068,22.570009
200,0.8,1,5,1,0.001,"-1.532630963159809","0.30572721633659317",30.532964,48.170909
200,0.8,1,10,1,0.001,"-1.5344526662139923","0.3060800838426969",34.011796,28.548711
200,0.8,1,15,1,0.001,"-1.5344531734868827","0.30608017910438434",89.450260,43.415111
200,0.8,1,20,1,0.001,"-1.5344531735621558","0.3060801791180401",55.455013,50.761567
200,0.8,2,5,1,0.001,"-4.9974493628351935","0.49340735180924966",18.435394,20.896141
200,0.8,2,10,1,0.001,"-5.112206631237015","0.5040159759124307",23.584754,26.082465
200,0.8,2,15,1,0.001,"-5.112717296565705","0.5040599841157345",26.952173,27.737023
200,0.8,2,20,1,0.001,"-5.112718240850911","0.5040600604291345",38.399967,27.860148
200,0.8,4,5,1,0.001,"-25.25834624236167","1.1887733724535998",21.158269,11.991568
200,0.8,4,10,1,0.001,"-30.06802372119255","1.3805674979583404",33.866022,52.575591
200,0.8,4,15,1,0.001,"-30.189798524559386","1.3846675365951633",41.629411,63.348599
200,0.8,4,20,1,0.001,"-30.190808378191658","1.3846970749615828",78.817272,56.860671
200,0.8,8,5,1,0.001,"-131.67153539182675","2.571012931221972",30.773645,25.492893
200,0.8,8,10,1,0.001,"-161.72905181237596","2.860587855630037",21.129576,21.285344
200,0.8,8,15,1,0.001,"-162.5768796992002","2.863371094036893",30.054136,29.216108
200,0.8,8,20,1,0.001,"-162.5871056853283","2.8633833497426764",32.857690,32.062719
200,0.8,16,5,1,0.001,"-212.6492408278313","1.0955251248851994",15.630363,16.332545
200,0.8,16,10,1,0.001,"-210.57433758578802","0.9318829639592963",23.627918,21.351022
200,0.8,16,15,1,0.001,"-210.52758558346517","0.9298413945604267",52.583578,40.569615
200,0.8,16,20,1,0.001,"-210.52761456521907","0.9298298611781775",42.329726,98.532534
200,0.99,1,5,1,0.001,"-1.0154020311394785","0.010131021797588069",28.994091,31.373414
200,0.99,1,10,1,0.001,"-1.015402031610324","0.010131021802028961",43.229558,33.092418
200,0.99,1,15,1,0.001,"-1.015402031610324","0.010131021802028961",32.333163,32.143235
200,0.99,1,20,1,0.001,"-1.015402031610324","0.010131021802028961",36.673617,38.507643
200,0.99,2,5,1,0.001,"-2.0716359130756867","0.010306730367171113",19.481606,15.779411
200,0.99,2,10,1,0.001,"-2.0716359384339578","0.010306730481857151",22.601157,24.640762
200,0.99,2,15,1,0.001,"-2.0716359384338467","0.010306730481857151",23.763807,14.736732
200,0.99,2,20,1,0.001,"-2.0716359384338467","0.010306730481857151",65.525280,49.983896
200,0.99,4,5,1,0.001,"-4.305826240094235","0.010639053338867832",24.921117,89.974791
200,0.99,4,10,1,0.001,"-4.305827384210259","0.010639055752714732",30.080935,44.617016
200,0.99,4,15,1,0.001,"-4.30582738421037","0.010639055752825755",43.964443,36.048376
200,0.99,4,20,1,0.001,"-4.30582738421037","0.010639055752825755",37.435622,34.965042
200,0.99,8,5,1,0.001,"-9.242019878671458","0.011207945177282852",20.416371,19.812564
200,0.99,8,10,1,0.001,"-9.242055948965877","0.011207978159233356",25.719750,27.296706
200,0.99,8,15,1,0.001,"-9.242055948973759","0.011207978159233356",28.993549,28.886969
200,0.99,8,20,1,0.001,"-9.242055948973759","0.011207978159233356",20.853711,10.692282
200,0.99,16,5,1,0.001,"-20.65566288473597","0.011875028744445792",50.915925,32.576800
200,0.99,16,10,1,0.001,"-20.656241856669144","0.011875225331303696",31.427348,53.072495
200,0.99,16,15,1,0.001,"-20.65624185700077","0.011875225331303696",69.544896,36.643391
200,0.99,16,20,1,0.001,"-20.65624185700077","0.011875225331303696",49.203597,50.270266
