cv_star_mean,cv_star_sd,cv_norm_mean,cv_norm_sd,beta,N,i0,T,N_samples,beta_conf
20.164815,1.1085753799506717,0.04032963,0.0022171507599013434,2.0,1000,1,10,50000,10
19.114502888928442,1.0509652686739919,0.04810071905660378,0.0026447031042600004,2.163265306122449,1000,1,10,50000,10
16.426231994459833,0.94761388778491,0.050694868421052634,0.0029245393204857064,2.326530612244898,1000,1,10,50000,10
15.66083383633432,0.9192915030946729,0.05809053983606558,0.00340991675408628,2.489795918367347,1000,1,10,50000,10
14.740739179881658,0.8649588160451814,0.06464805646153847,0.00379342621114359,2.6530612244897958,1000,1,10,50000,10
13.141662448015124,0.7260963154840132,0.06722444739130436,0.003714250290201854,2.816326530612245,1000,1,10,50000,10
12.980971131544381,0.7519712788117268,0.07656664438356166,0.0044354091005962834,2.979591836734694,1000,1,10,50000,10
11.34570904958678,0.6244810788548106,0.07640987727272729,0.004205688898409949,3.142857142857143,1000,1,10,50000,10
10.768287386831275,0.5111206913079472,0.08210090333333332,0.0038969493440580093,3.3061224489795915,1000,1,10,50000,10
10.195290697577855,0.4918697333057927,0.08734574329411764,0.004213977681840964,3.4693877551020407,1000,1,10,50000,10
9.278256957454865,0.4109716973283542,0.08873275146067415,0.0039303340749911155,3.63265306122449,1000,1,10,50000,10
8.133993371488033,0.3666465097591639,0.08632670516129032,0.0038912479640495676,3.7959183673469385,1000,1,10,50000,10
7.543261176533107,0.29854831871161647,0.08837648350515465,0.0034977776781998215,3.9591836734693877,1000,1,10,50000,10
7.718264108910891,0.32495390457025086,0.09935055000000001,0.004182851051498614,4.122448979591836,1000,1,10,50000,10
7.6668144,0.33194547417832887,0.10796126400000002,0.004674334228225448,4.285714285714286,1000,1,10,50000,10
7.254747501472942,0.277486619453965,0.11132003642201833,0.004257876732162838,4.448979591836734,1000,1,10,50000,10
6.590558846816512,0.26684614616022706,0.10980238858407079,0.004445805722074719,4.612244897959183,1000,1,10,50000,10
6.743376617357004,0.27969307970990054,0.12158299615384618,0.005042862732462137,4.775510204081632,1000,1,10,50000,10
6.510506403934159,0.26168677372153,0.12664711041322316,0.0050905216382498035,4.938775510204081,1000,1,10,50000,10
5.75587004832,0.2281243996730883,0.12046333608000001,0.0047743652992805865,5.1020408163265305,1000,1,10,50000,10
5.940644058950784,0.22801376427233655,0.1334158304651163,0.005120765596456865,5.26530612244898,1000,1,10,50000,10
5.449019210526314,0.1958102924928468,0.13099887,0.004707439276664767,5.428571428571429,1000,1,10,50000,10
4.962310148116576,0.18473393530003257,0.12741625182481753,0.004743376556121203,5.591836734693877,1000,1,10,50000,10
4.685960724309643,0.17725877703501305,0.12823645787234042,0.004850880967872789,5.755102040816326,1000,1,10,50000,10
4.5000112986920335,0.16889323891100946,0.13098950006896554,0.0049162634183633706,5.918367346938775,1000,1,10,50000,10
4.368062590423855,0.156594858498046,0.13499332791946309,0.00483950507716452,6.081632653061225,1000,1,10,50000,10
3.9951033794694357,0.14942617872076525,0.13085502705882354,0.004894283026638242,6.244897959183673,1000,1,10,50000,10
4.08508199196722,0.15108334025464112,0.1415742076433121,0.005236003641228107,6.408163265306122,1000,1,10,50000,10
3.7999486105860116,0.13396143839757793,0.13912464913043476,0.004904628989494995,6.571428571428571,1000,1,10,50000,10
3.715736008264463,0.13768017621042872,0.14350695545454545,0.00531740222407041,6.73469387755102,1000,1,10,50000,10
3.7279440359231124,0.12430937402662406,0.15166723420118342,0.005057387869083168,6.897959183673469,1000,1,10,50000,10
3.453360650539611,0.11293491969975908,0.14780268520231213,0.004833576933855326,7.061224489795918,1000,1,10,50000,10
3.3568442387245048,0.1110267404982422,0.15095313305084745,0.004992735181838905,7.224489795918367,1000,1,10,50000,10
3.2983390296389006,0.1127192914114404,0.15565247900552487,0.005319355282242677,7.387755102040816,1000,1,10,50000,10
3.1295672270270267,0.10350484182073516,0.154809954,0.0051200625002285356,7.551020408163265,1000,1,10,50000,10
2.985070925925927,0.09724067373612358,0.15461449000000002,0.005036669998822073,7.7142857142857135,1000,1,10,50000,10
3.0615960013691645,0.09921349725910147,0.1658719412953368,0.005375214556625756,7.877551020408163,1000,1,10,50000,10
2.9178247001984077,0.0944654214380861,0.16518946751269034,0.005348056949637252,8.040816326530612,1000,1,10,50000,10
2.8927931554912005,0.09898207068192581,0.17097238880597015,0.0058501248322321365,8.204081632653061,1000,1,10,50000,10
2.7347738509220716,0.0887264051027104,0.1685855383902439,0.005469552361204565,8.367346938775508,1000,1,10,50000,10
2.638782879169433,0.08222348419251432,0.16951734645933014,0.005282096896635483,8.53061224489796,1000,1,10,50000,10
2.574968905971038,0.08287290482751654,0.17223871563380277,0.00554333788467672,8.693877551020407,1000,1,10,50000,10
2.5766767273673254,0.08545532890958518,0.17931566612903224,0.0059469932975854175,8.857142857142858,1000,1,10,50000,10
2.5507919997543054,0.08374868274970368,0.18454305502262439,0.006058995704173271,9.020408163265305,1000,1,10,50000,10
2.430106522666667,0.07510079267657573,0.18263753519999998,0.005644289062260761,9.183673469387754,1000,1,10,50000,10
2.3507560039854316,0.07231314608511549,0.18340204755458514,0.005641750583488547,9.346938775510203,1000,1,10,50000,10
2.3197782330674723,0.07316290851404432,0.1877484155793991,0.005921350565708504,9.510204081632653,1000,1,10,50000,10
2.290602473962506,0.07317677696617357,0.19218736708860756,0.006139717500972788,9.673469387755102,1000,1,10,50000,10
2.1860821622389426,0.06814193465755092,0.19002434975103732,0.005923211418008671,9.83673469387755,1000,1,10,50000,10
2.0775204,0.06505929573543591,0.186976836,0.005855336616189232,10.0,1000,1,10,50000,10
