beta_conf,v_conf,N,i0,T,v,beta,beta_grad,beta_grad_se,v_grad,v_grad_se,total_size_mean,total_size_se,N_samples
10,10,1000,1,10,0.3,2.6,158.4908933628846,8.2257820868064,-1004.5944,96.44981292978305,210.63495,2.174956441219211,20000
10,10,1000,1,10,0.3,2.7,155.6762155904007,8.213952968135029,-727.8714,47.067406498561475,226.93225,2.237430114589673,20000
10,10,1000,1,10,0.3,2.8,153.25358122239868,8.171377847227534,-863.58555,72.7468819272728,243.02645,2.293659603393382,20000
10,10,1000,1,10,0.3,2.9,149.6969268012416,8.10576503342979,-975.77325,81.28918020442596,258.90835,2.3423567745492657,20000
10,10,1000,1,10,0.3,3.0,145.84803049225638,7.950679737376515,-961.98705,77.40844226737048,273.3276,2.383356153251054,20000
10,10,1000,1,10,0.3,3.1,142.84415337505413,7.871924448534962,-1030.91805,92.46817518577849,288.13425,2.4184478515873393,20000
10,10,1000,1,10,0.3,3.2,140.24444908902314,7.791226389654646,-1000.5984,69.30328406244514,301.8429,2.4477627965378725,20000
10,10,1000,1,10,0.3,3.3,136.19778248331738,7.67566657854221,-943.9551,64.19536739091009,314.76455,2.472016503574475,20000
10,10,1000,1,10,0.3,3.4000000000000004,133.14975848417043,7.566902454380883,-1045.50345,82.24205245061052,327.8262,2.4933390787588605,20000
10,10,1000,1,10,0.3,3.5,129.06112135292258,7.411615234263139,-940.70835,69.76479937863458,339.64785,2.50976737141748,20000
10,10,1000,1,10,0.3,3.6,126.597500237384,7.2454258044040625,-1157.1417,108.07327359553025,351.5821,2.522369903577987,20000
10,10,1000,1,10,0.3,3.7,120.10743390423255,7.126492238311838,-1178.9199,107.8632336997107,363.34065,2.5313712938662802,20000
10,10,1000,1,10,0.3,3.8,117.56875307525496,7.002944954140255,-953.99505,72.82077340497173,373.65255,2.5373833671998565,20000
10,10,1000,1,10,0.3,3.9,112.81065344952857,6.8515652894092725,-1110.53835,99.61007567184271,383.8355,2.5401982850466354,20000
10,10,1000,1,10,0.3,4.0,108.62064667527291,6.745940024406046,-1008.84015,79.32086968562109,393.0544,2.541067110120255,20000
10,10,1000,1,10,0.35,2.0,113.81017359450725,5.653440154743627,-482.7168,51.11036467355462,84.1625,1.3570194323496212,20000
10,10,1000,1,10,0.35,2.1,118.7478929480343,6.004654949723918,-534.41505,38.707788659252024,98.1803,1.4764690760873158,20000
10,10,1000,1,10,0.35,2.2,126.71216355339158,6.3314256505616955,-526.9725,32.343611992772615,112.6209,1.5869838720194993,20000
10,10,1000,1,10,0.35,2.3,132.75035886498944,6.571594806747883,-600.6987,37.861622034615344,127.1867,1.6901003384749693,20000
10,10,1000,1,10,0.35,2.4,135.20033812670772,6.76192492251748,-607.74165,32.700225755772514,142.1569,1.7843313820710411,20000
10,10,1000,1,10,0.35,2.5,134.7658537835156,6.971768958400243,-760.28895,59.76668605047437,157.3414,1.8723598248914903,20000
10,10,1000,1,10,0.35,2.6,133.5579067095838,7.069631205488485,-779.3199,54.489483620185446,171.75275,1.947729305715836,20000
10,10,1000,1,10,0.35,2.7,136.08699071847437,7.143338849238086,-887.8113,80.70706364455172,186.18235,2.017080916992464,20000
10,10,1000,1,10,0.35,2.8,139.1272598693484,7.154301911742398,-788.86035,59.10569099526538,200.31265,2.0784867200324237,20000
10,10,1000,1,10,0.35,2.9,143.76918207670195,7.120234130632504,-847.0521,63.645836244548185,213.54365,2.1316666331454406,20000
10,10,1000,1,10,0.35,3.0,142.911700940112,7.052556673539468,-1006.1928,95.72500931432089,227.0638,2.180160739835615,20000
10,10,1000,1,10,0.35,3.1,143.0366891911635,7.004513003680804,-865.9332,42.97866390750708,239.8234,2.219923250606635,20000
10,10,1000,1,10,0.35,3.2,141.7716219673487,6.990432784092627,-918.63045,77.2662275338974,252.6277,2.2559781141443005,20000
10,10,1000,1,10,0.35,3.3,140.96513282559988,6.935177357630683,-938.21085,72.4369743450969,264.7924,2.2857303566420875,20000
10,10,1000,1,10,0.35,3.4000000000000004,134.35030860169772,6.8247626749983175,-897.25185,58.0607482846686,276.20885,2.3100662364713096,20000
10,10,1000,1,10,0.35,3.5,127.83562600819737,6.742919936255668,-996.003,87.6343920217274,287.2551,2.3316993668344907,20000
10,10,1000,1,10,0.35,3.6,124.05823605999,6.649617345232465,-933.6654,63.787851437806665,298.59625,2.3517367731294625,20000
10,10,1000,1,10,0.35,3.7,120.83184979919987,6.563605307617034,-1116.23265,100.83099222050134,309.6363,2.3656866803930288,20000
10,10,1000,1,10,0.35,3.8,118.53993742205887,6.470979920601003,-992.8062,80.84123486918566,319.2947,2.3768737911480393,20000
10,10,1000,1,10,0.35,3.9,113.52476182975931,6.307524341247975,-1042.00695,93.7932290095905,328.7533,2.3869067520847262,20000
10,10,1000,1,10,0.35,4.0,105.8921165726197,6.2196938845230205,-1088.0109,86.80134766388638,337.97025,2.3943793237213202,20000
10,10,1000,1,10,0.4,2.0,85.9732247383445,4.794903751704639,-320.2794,20.948717206058486,64.49555,1.156514645526005,20000
10,10,1000,1,10,0.4,2.1,95.48666318326586,5.143517344794674,-503.34615,55.14599098205216,76.05175,1.2699248852028917,20000
10,10,1000,1,10,0.4,2.2,101.43823271899743,5.449584766249019,-488.16135,50.87478714701587,87.59505,1.3736485845355662,20000
10,10,1000,1,10,0.4,2.3,107.58672289437428,5.736766973836491,-487.66185,20.738323889338687,99.9162,1.4727344452464302,20000
10,10,1000,1,10,0.4,2.4,115.37193460794639,6.011464786349398,-658.1412,55.99095284233996,112.26025,1.5645671971898814,20000
10,10,1000,1,10,0.4,2.5,120.54790923062106,6.225983425354413,-643.50585,54.81043838591415,124.6881,1.6477050957388055,20000
10,10,1000,1,10,0.4,2.6,121.41578104672035,6.388280120935188,-620.1792,40.273661626308666,137.1184,1.724483270779847,20000
10,10,1000,1,10,0.4,2.7,123.16424273687196,6.43384204051617,-721.3779,62.84517129698467,150.1307,1.795921871252723,20000
10,10,1000,1,10,0.4,2.8,123.80493294358132,6.438184420920906,-711.9873,53.659248134058416,162.5649,1.8597589681382043,20000
10,10,1000,1,10,0.4,2.9,123.16688871727055,6.41496910288142,-817.3818,62.89247013316785,174.315,1.913921577165631,20000
10,10,1000,1,10,0.4,3.0,124.16319327240977,6.424046366681852,-825.12405,60.05156356800735,185.7351,1.9629598905673287,20000
10,10,1000,1,10,0.4,3.1,125.78559059172014,6.396067382995318,-809.93925,61.42311298313037,197.2762,2.008986017103864,20000
10,10,1000,1,10,0.4,3.2,124.41063913330352,6.355633458837555,-809.5896,56.89293822843574,208.62675,2.0492406132702983,20000
10,10,1000,1,10,0.4,3.3,120.84656123104608,6.294093852746353,-940.5585,75.36346643482199,220.0567,2.0854512376458794,20000
10,10,1000,1,10,0.4,3.4000000000000004,118.28284336925807,6.223519606462395,-972.2268,83.72192353796663,231.08335,2.1177546669480733,20000
10,10,1000,1,10,0.4,3.5,116.85773760697973,6.131937726916542,-834.31485,63.73672650243528,241.50875,2.147179508137101,20000
10,10,1000,1,10,0.4,3.6,112.60757228387112,6.031162857039267,-1120.1787,98.77709754081786,251.78635,2.171122639064769,20000
10,10,1000,1,10,0.4,3.7,109.296732322291,5.924037414466612,-939.9591,67.29521787310588,261.31885,2.191454476568021,20000
10,10,1000,1,10,0.4,3.8,107.82897712772954,5.815953615626964,-889.3098,60.79854735480298,270.66345,2.209433785857268,20000
10,10,1000,1,10,0.4,3.9,104.91976464972564,5.724633217735611,-1106.94195,101.0731088704896,280.4635,2.22615007256806,20000
10,10,1000,1,10,0.4,4.0,99.97997569533293,5.613272935395415,-1005.4935,93.65731479803725,289.17295,2.2388138837998994,20000
10,10,1000,1,10,0.45,2.0,66.63325947796693,4.194406982628245,-293.2065,25.298774167963305,49.9046,0.9972969392318669,20000
10,10,1000,1,10,0.45,2.1,70.92482351463177,4.485505953956883,-329.0706,18.00560044411598,58.6661,1.0937337693503892,20000
10,10,1000,1,10,0.45,2.2,75.01644851189498,4.686083650563753,-401.0985,37.25686664516353,68.027,1.1882058576728234,20000
10,10,1000,1,10,0.45,2.3,77.62738616152907,4.887290362575033,-512.5869,47.27247920383406,77.68305,1.2780250318495239,20000
10,10,1000,1,10,0.45,2.4,80.50268870103388,5.082193796765056,-436.4631,22.6308578848295,87.8732,1.3639689591974162,20000
10,10,1000,1,10,0.45,2.5,85.0281156284415,5.294794992681159,-514.23525,31.802656138477566,98.5554,1.4475312324352259,20000
10,10,1000,1,10,0.45,2.6,89.11854123527351,5.41078356319704,-507.8916,33.8132171096605,108.7463,1.5204017718658758,20000
10,10,1000,1,10,0.45,2.7,92.19284993221406,5.570471115403913,-681.86745,66.80440330011217,118.985,1.587699974274238,20000
10,10,1000,1,10,0.45,2.8,93.67263356523975,5.637897051280275,-718.7805,64.78175116620571,129.6344,1.6524255557642729,20000
10,10,1000,1,10,0.45,2.9,93.65068183412329,5.694782945260125,-772.87635,71.98576895418032,140.39565,1.7111964133938966,20000
10,10,1000,1,10,0.45,3.0,92.65014367829805,5.701833941639106,-812.8863,80.87234982506025,150.85995,1.7636937468227025,20000
10,10,1000,1,10,0.45,3.1,92.95503987080596,5.688598412481063,-764.48475,53.18907036312701,161.5042,1.8124758129549279,20000
10,10,1000,1,10,0.45,3.2,93.46825447713917,5.6411672522033225,-756.8424,56.647906159819584,171.03055,1.8530007788528309,20000
10,10,1000,1,10,0.45,3.3,92.85460595330848,5.627763624759396,-758.39085,53.24537955425342,180.95315,1.8927235067139412,20000
10,10,1000,1,10,0.45,3.4000000000000004,93.57633753659915,5.574621331824484,-748.60065,38.596786972968495,190.64985,1.9273974007157655,20000
10,10,1000,1,10,0.45,3.5,94.32677505685993,5.499184974582322,-835.41375,64.29823464736016,200.38905,1.9599540314750112,20000
10,10,1000,1,10,0.45,3.6,93.86298183789121,5.4312105954309695,-809.4897,55.42280204161463,209.2433,1.986923527343384,20000
