cbeta_star_mean,cbeta_star_sd,cbeta_norm_mean,cbeta_norm_sd,v,N,i0,T,N_samples,v_conf
0.0038758562072927424,0.00019268534593663782,3.798726668767591e-05,1.888509075524975e-06,0.01,1000,1,10,10000,10
0.036058549981423195,0.001820180515807748,0.00011309163225840319,5.70869282441168e-06,0.03,1000,1,10,10000,10
0.10170463859649852,0.00505326671326013,0.00018357687266668007,9.121146417434544e-06,0.05,1000,1,10,10000,10
0.21180691716354508,0.010635133233121789,0.00026170257522107183,1.3140466761895778e-05,0.06999999999999999,1000,1,10,10000,10
0.37198065206232994,0.019838061265880128,0.0003422635310809066,1.825322059363929e-05,0.09,1000,1,10,10000,10
0.5927964213779485,0.032455647151190176,0.00042686731397588424,2.337101646223429e-05,0.11,1000,1,10,10000,10
0.8755187322861082,0.04780374580953377,0.000509753944974889,2.7832811694797033e-05,0.13,1000,1,10,10000,10
1.202091097131904,0.06669836929925324,0.0005790072117852003,3.212638121247363e-05,0.15000000000000002,1000,1,10,10000,10
1.6180838917884595,0.08792544245414374,0.0006557047017959229,3.5630492533329174e-05,0.17,1000,1,10,10000,10
2.197245746571973,0.12149345585193566,0.0007587436496451957,4.1953608623397384e-05,0.19,1000,1,10,10000,10
2.865682250467622,0.15835189532204105,0.0008516534726270686,4.7060675176421865e-05,0.21000000000000002,1000,1,10,10000,10
3.6482122156266166,0.22101935444676127,0.0009404456620195745,5.697494576151511e-05,0.23,1000,1,10,10000,10
4.192950985112674,0.24443075442054504,0.0009434139716503518,5.499691974462265e-05,0.25,1000,1,10,10000,10
5.612863840141594,0.3024032991223125,0.0011078130149672059,5.9685451148992725e-05,0.27,1000,1,10,10000,10
6.250254625502438,0.3376726916123829,0.0010864666747295785,5.8696828910966256e-05,0.29000000000000004,1000,1,10,10000,10
8.253271216810614,0.5440756870499404,0.001267542718168881,8.355949503370208e-05,0.31,1000,1,10,10000,10
9.328779111107215,0.6028850598616885,0.0012689966493866752,8.201063738542784e-05,0.33,1000,1,10,10000,10
11.340647035236266,0.7041904765425024,0.0013689781063963768,8.50058503826306e-05,0.35000000000000003,1000,1,10,10000,10
13.738002960456559,0.891193558933666,0.001473679290541948,9.559857392993841e-05,0.37,1000,1,10,10000,10
16.953744127204104,1.0697358855269012,0.001617561074290422,0.00010206377512937433,0.39,1000,1,10,10000,10
19.41358428265802,1.4271263146298987,0.001648260655803233,0.00012116650490796772,0.41000000000000003,1000,1,10,10000,10
24.88992667082594,1.764488120068128,0.0018806365524072902,0.00013332143958375229,0.43,1000,1,10,10000,10
27.201441475311945,1.7873966201676224,0.0018285413436181922,0.00012015277280015686,0.45,1000,1,10,10000,10
33.09446316285432,2.2491490357708472,0.001977922277116124,0.0001344225455634109,0.47000000000000003,1000,1,10,10000,10
38.375048646138914,2.6975976747513464,0.0020370102352777002,0.00014319288881690313,0.49,1000,1,10,10000,10
47.121393854612556,3.7731088727160422,0.0022184013067632295,0.00017763204712531794,0.51,1000,1,10,10000,10
52.55685681027401,4.136015973967923,0.002190530126299911,0.00017238602427349328,0.53,1000,1,10,10000,10
59.65128827164378,4.78152320618748,0.002196251977274157,0.00017604699077326631,0.55,1000,1,10,10000,10
75.56020529530242,5.90871010919731,0.0024510670103686694,0.00019167026301589166,0.5700000000000001,1000,1,10,10000,10
79.76563334776307,6.684650599556097,0.0022726445704676227,0.00019045589250599664,0.59,1000,1,10,10000,10
92.86351050804393,8.088685560854357,0.002315498352175981,0.0002016867334108112,0.61,1000,1,10,10000,10
110.57241172465211,9.310484240764527,0.002402756057953155,0.0002023183004064546,0.63,1000,1,10,10000,10
128.88192915984476,10.590942436845651,0.0024289286649355362,0.00019959853054055267,0.65,1000,1,10,10000,10
135.42361302691762,13.635001827299964,0.0022011390236763174,0.00022161965656611427,0.67,1000,1,10,10000,10
159.64650563949883,14.53197637464131,0.0022234824915878014,0.0002023946274786999,0.6900000000000001,1000,1,10,10000,10
192.46573842754825,17.55161199145221,0.002279770225599548,0.00020790008006776474,0.7100000000000001,1000,1,10,10000,10
201.4771124474362,22.286402350149935,0.0020120111640298775,0.00022255873031862066,0.73,1000,1,10,10000,10
230.93405209987023,25.034243515407805,0.0019244504341655849,0.00020861869596173167,0.75,1000,1,10,10000,10
242.27301273233547,25.23844281071475,0.0016644470614987717,0.00017339137982945585,0.77,1000,1,10,10000,10
256.08971478339436,30.123979476501372,0.001429564104044011,0.0001681604423941405,0.79,1000,1,10,10000,10
293.43924844730503,32.73080697607357,0.0013077971443145315,0.00014587433726373524,0.81,1000,1,10,10000,10
325.8745307173606,35.849989446841754,0.001134671558762857,0.0001248270716884007,0.8300000000000001,1000,1,10,10000,10
374.17575561181246,38.91855643902206,0.0009904652354430332,0.00010301970822094075,0.85,1000,1,10,10000,10
307.172554019453,46.59296340448512,0.000596691512980317,9.05081702914711e-05,0.87,1000,1,10,10000,10
345.0918299970461,46.96682197754977,0.0004691697913442985,6.385376920543284e-05,0.89,1000,1,10,10000,10
377.2939866371809,53.59550302151647,0.0003358331089847432,4.7705887304866285e-05,0.91,1000,1,10,10000,10
414.5938742766349,54.892598614355386,0.00021844193375865676,2.892190679681086e-05,0.93,1000,1,10,10000,10
329.68375788588213,55.113388309256244,8.675888365417923e-05,1.4503523239277914e-05,0.9500000000000001,1000,1,10,10000,10
289.2942268356254,54.817115924015276,2.6841732386810645e-05,5.086124157898332e-06,0.97,1000,1,10,10000,10
318.4559445392857,63.66748231412681,3.2167267125180436e-06,6.43105881960878e-07,0.99,1000,1,10,10000,10
